,time,usuario,device,colocation,acc_x,acc_y,acc_z,la_x,la_y,la_z,Activity
3585,04-04-2022-21:20:46.979,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.6982,1.3503298,-7.9248075,-0.37116957,-0.11800039,-0.36325026,Lying
3586,04-04-2022-21:20:46.991,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.66947,1.3120226,-7.896077,-0.39873028,-0.15532482,-0.33339024,Lying
3587,04-04-2022-21:20:46.999,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.674258,1.2785037,-7.9631147,-0.39277315,-0.1880213,-0.3993311,Lying
3588,04-04-2022-21:20:47.009,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.7508726,1.3072342,-7.943961,-0.31497955,-0.1584543,-0.37906933,Lying
3589,04-04-2022-21:20:47.020,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.6790466,1.340753,-7.9104424,-0.38564444,-0.1239568,-0.34443045,Lying
3590,04-04-2022-21:20:47.030,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.770026,1.340753,-7.953538,-0.2935238,-0.12299681,-0.3864255,Lying
3591,04-04-2022-21:20:47.041,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.66947,1.3455414,-7.9248075,-0.39316845,-0.117316365,-0.35679197,Lying
3592,04-04-2022-21:20:47.049,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.707777,1.3311762,-7.881712,-0.35387182,-0.13071203,-0.31271696,Lying
3593,04-04-2022-21:20:47.060,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.7125654,1.3263878,-7.929596,-0.34816265,-0.13467896,-0.35970545,Lying
3594,04-04-2022-21:20:47.070,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.707777,1.292869,-7.920019,-0.35193872,-0.16744053,-0.34917164,Lying
3595,04-04-2022-21:20:47.079,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.707777,1.3503298,-7.9343843,-0.35084724,-0.109146476,-0.36250305,Lying
3596,04-04-2022-21:20:47.090,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.6982,1.340753,-7.9583263,-0.35944653,-0.11784327,-0.38549328,Lying
3597,04-04-2022-21:20:47.100,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.7365074,1.3551182,-7.9008656,-0.32015085,-0.10274732,-0.32710123,Lying
3598,04-04-2022-21:20:47.111,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.7125654,1.364695,-7.9248075,-0.3431878,-0.0922817,-0.3501482,Lying
3599,04-04-2022-21:20:47.120,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.7508726,1.3455414,-7.9343843,-0.30391502,-0.11056566,-0.3587861,Lying
3600,04-04-2022-21:20:47.130,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.7365074,1.364695,-7.920019,-0.31722164,-0.09069204,-0.34343672,Lying
3601,04-04-2022-21:20:47.140,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.6790466,1.3694834,-7.9391727,-0.37355995,-0.08504295,-0.3615284,Lying
3602,04-04-2022-21:20:47.151,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.66947,1.340753,-7.9631147,-0.38208294,-0.11305833,-0.38449144,Lying
3603,04-04-2022-21:20:47.160,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.755661,1.3455414,-7.8769236,-0.29484224,-0.107399225,-0.29729557,Lying
3604,04-04-2022-21:20:47.170,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.770026,1.388637,-7.9343843,-0.2794485,-0.06329036,-0.3537407,Lying
3605,04-04-2022-21:20:47.180,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.731719,1.316811,-7.9631147,-0.31672955,-0.13426697,-0.38148975,Lying
3606,04-04-2022-21:20:47.191,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,5.7029886,1.2880806,-7.97748,-0.3444357,-0.1622299,-0.39489174,Lying
