,time,usuario,device,colocation,acc_x,acc_y,acc_z,la_x,la_y,la_z,Activity
5542,04-04-2022-21:22:02.338,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4005427,-8.710106,1.0151415,12.480452,-12.40255,-3.1383305,Standing
5543,04-04-2022-21:22:02.348,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3526587,-8.7771435,1.0199299,12.427397,-12.432231,-3.1764174,Standing
5544,04-04-2022-21:22:02.358,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.280833,-8.781932,1.0342951,12.350491,-12.399311,-3.204286,Standing
5545,04-04-2022-21:22:02.368,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2760444,-8.7532015,0.9911995,12.340521,-12.332601,-3.2892804,Standing
5546,04-04-2022-21:22:02.378,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.213795,-8.7771435,1.0534488,12.272724,-12.31816,-3.2691946,Standing
5547,04-04-2022-21:22:02.388,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.280833,-8.791509,1.0534488,12.333641,-12.294033,-3.3117528,Standing
5548,04-04-2022-21:22:02.490,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.256891,-8.810662,1.0486604,12.30294,-12.274542,-3.3596287,Standing
5549,04-04-2022-21:22:02.490,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.256891,-8.75799,1.0342951,12.295784,-12.18325,-3.4170165,Standing
5550,04-04-2022-21:22:02.491,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2521024,-8.75799,1.1061212,12.265209,-12.147327,-3.4185781,Standing
5551,04-04-2022-21:22:02.492,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.333505,-8.714894,1.1061212,12.337902,-12.065876,-3.4623532,Standing
5552,04-04-2022-21:22:02.492,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3478703,-8.781932,1.0821792,12.343171,-12.094223,-3.5302262,Standing
5553,04-04-2022-21:22:02.493,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.414908,-8.748413,1.1540052,12.400701,-12.021917,-3.5023546,Standing
5554,04-04-2022-21:22:02.499,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.367024,-8.719683,1.1061212,12.343273,-11.954285,-3.5935798,Standing
5555,04-04-2022-21:22:02.509,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4101195,-8.743625,1.1492168,12.377136,-11.939386,-3.5925274,Standing
5556,04-04-2022-21:22:02.518,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2904096,-8.710106,1.1492168,12.248639,-11.866814,-3.6332684,Standing
5557,04-04-2022-21:22:02.528,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3047748,-8.748413,1.1252748,12.254596,-11.865739,-3.6968627,Standing
5558,04-04-2022-21:22:02.539,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2904096,-8.748413,1.1204864,12.23178,-11.826149,-3.7408457,Standing
5559,04-04-2022-21:22:02.548,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3382936,-8.738836,1.1109096,12.270579,-11.776842,-3.7900848,Standing
5560,04-04-2022-21:22:02.559,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2185836,-8.772355,1.115698,12.14072,-11.770576,-3.8260446,Standing
5561,04-04-2022-21:22:02.568,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.285621,-8.738836,1.1300632,12.196557,-11.697046,-3.853559,Standing
5562,04-04-2022-21:22:02.579,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.223372,-8.676587,1.1061212,12.122302,-11.594923,-3.9198728,Standing
5563,04-04-2022-21:22:02.589,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2904096,-8.714894,1.0726024,12.176937,-11.593795,-3.9954357,Standing
5564,04-04-2022-21:22:02.599,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.223372,-8.724471,1.1444284,12.097435,-11.564486,-3.9647617,Standing
5565,04-04-2022-21:22:02.609,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2664676,-8.719683,1.163582,12.127985,-11.521316,-3.985961,Standing
5566,04-04-2022-21:22:02.619,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.256891,-8.791509,1.1923125,12.105521,-11.5551405,-3.997267,Standing
5567,04-04-2022-21:22:02.629,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.189853,-8.734048,1.1540052,12.024968,-11.459923,-4.0758095,Standing
5568,04-04-2022-21:22:02.639,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2185836,-8.748413,1.1492168,12.03932,-11.436482,-4.121528,Standing
5569,04-04-2022-21:22:02.649,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2425256,-8.796297,1.1204864,12.048361,-11.446287,-4.191471,Standing
5570,04-04-2022-21:22:02.659,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.1276035,-8.7532015,1.2162545,11.918407,-11.3643055,-4.1368675,Standing
5571,04-04-2022-21:22:02.669,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.175488,-8.801085,1.1252748,11.951262,-11.372954,-4.2685385,Standing
5572,04-04-2022-21:22:02.679,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.132392,-8.7771435,1.1109096,11.89309,-11.309647,-4.3230925,Standing
5573,04-04-2022-21:22:02.689,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.1180267,-8.772355,1.0821792,11.863731,-11.265728,-4.3911695,Standing
5574,04-04-2022-21:22:02.699,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.1371803,-8.772355,1.115698,11.868078,-11.22662,-4.3961263,Standing
5575,04-04-2022-21:22:02.709,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.132392,-8.7532015,1.043872,11.848724,-11.16848,-4.5054555,Standing
5576,04-04-2022-21:22:02.719,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.1802764,-8.738836,1.0773908,11.882012,-11.115306,-4.508847,Standing
5577,04-04-2022-21:22:02.729,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.223372,-8.734048,1.1300632,11.9103155,-11.071798,-4.4927673,Standing
5578,04-04-2022-21:22:02.739,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2999864,-8.743625,1.0534488,11.97163,-11.042984,-4.6059866,Standing
5579,04-04-2022-21:22:02.749,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2904096,-8.743625,1.0869676,11.94632,-11.005121,-4.6089144,Standing
5580,04-04-2022-21:22:02.759,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4244847,-8.767567,1.0869676,12.06406,-10.992226,-4.6452365,Standing
5581,04-04-2022-21:22:02.769,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.462792,-8.719683,1.0390835,12.085807,-10.90846,-4.72887,Standing
5582,04-04-2022-21:22:02.780,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5394063,-8.791509,1.0582372,12.145426,-10.945263,-4.7452264,Standing
5583,04-04-2022-21:22:02.789,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.55856,-8.772355,1.0342951,12.147526,-10.891274,-4.804213,Standing
5584,04-04-2022-21:22:02.800,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.644751,-8.78672,1.0582372,12.216429,-10.870843,-4.8151364,Standing
5585,04-04-2022-21:22:02.809,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.620809,-8.738836,0.9816227,12.175246,-10.788189,-4.9260864,Standing
5586,04-04-2022-21:22:02.819,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.654328,-8.762778,0.91937345,12.191732,-10.777308,-5.0219717,Standing
5587,04-04-2022-21:22:02.829,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6016555,-8.66701,0.89543146,12.122517,-10.646353,-5.0786166,Standing
5588,04-04-2022-21:22:02.840,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5872903,-8.6334915,0.8523358,12.092464,-10.577038,-5.1531105,Standing
5589,04-04-2022-21:22:02.849,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5441947,-8.6334915,0.80445176,12.034251,-10.540848,-5.2313943,Standing
5590,04-04-2022-21:22:02.860,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5394063,-8.599973,0.79008657,12.014774,-10.470316,-5.275477,Standing
5591,04-04-2022-21:22:02.869,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.548983,-8.63828,0.79966336,12.009752,-10.470595,-5.295413,Standing
5592,04-04-2022-21:22:02.880,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.534618,-8.643068,0.7230489,11.980568,-10.436056,-5.4017706,Standing
5593,04-04-2022-21:22:02.889,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5394063,-8.6095495,0.7086837,11.970489,-10.36186,-5.4458923,Standing
5594,04-04-2022-21:22:02.900,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.462792,-8.623915,0.7517793,11.879286,-10.334137,-5.4321632,Standing
5595,04-04-2022-21:22:02.909,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.453215,-8.619126,0.7661445,11.855633,-10.286041,-5.4464226,Standing
5596,04-04-2022-21:22:02.920,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.525041,-8.647857,0.8331822,11.913759,-10.270438,-5.4073677,Standing
5597,04-04-2022-21:22:02.929,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.462792,-8.599973,0.8619126,11.837815,-10.176746,-5.406516,Standing
5598,04-04-2022-21:22:02.940,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5202527,-8.614338,0.9672575,11.881068,-10.143936,-5.3294964,Standing
5599,04-04-2022-21:22:02.949,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4915223,-8.619126,1.0199299,11.837505,-10.100563,-5.3055954,Standing
5600,04-04-2022-21:22:02.960,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5394063,-8.6334915,1.043872,11.870279,-10.066091,-5.310367,Standing
5601,04-04-2022-21:22:02.969,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4723687,-8.6574335,1.0199299,11.788208,-10.041231,-5.3623896,Standing
5602,04-04-2022-21:22:02.980,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4196963,-8.647857,1.0055647,11.72123,-9.983494,-5.4033422,Standing
5603,04-04-2022-21:22:02.989,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.405331,-8.66701,1.0726024,11.693583,-9.955961,-5.360934,Standing
5604,04-04-2022-21:22:03.000,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.333505,-8.6574335,1.0342951,11.609488,-9.901727,-5.421881,Standing
5605,04-04-2022-21:22:03.009,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.343082,-8.599973,0.9816227,11.607399,-9.801819,-5.495696,Standing
5606,04-04-2022-21:22:03.020,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3143516,-8.700529,0.92895025,11.56712,-9.8622265,-5.5686035,Standing
5607,04-04-2022-21:22:03.029,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.247314,-8.671799,0.89064306,11.487829,-9.795235,-5.6272717,Standing
5608,04-04-2022-21:22:03.040,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.247314,-8.652645,0.81881696,11.474163,-9.73946,-5.72044,Standing
5609,04-04-2022-21:22:03.050,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2999864,-8.6334915,0.7182605,11.511412,-9.685019,-5.843754,Standing
5610,04-04-2022-21:22:03.060,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3957543,-8.6095495,0.7278373,11.589993,-9.62703,-5.858365,Standing
5611,04-04-2022-21:22:03.070,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3957543,-8.6334915,0.6464345,11.571194,-9.617675,-5.965285,Standing
5612,04-04-2022-21:22:03.080,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5777135,-8.714894,0.6512229,11.733274,-9.66599,-5.98683,Standing
5613,04-04-2022-21:22:03.090,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.620809,-8.6813755,0.6512229,11.75603,-9.599135,-6.0133657,Standing
5614,04-04-2022-21:22:03.100,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.596867,-8.647857,0.61770403,11.711945,-9.531287,-6.073006,Standing
5615,04-04-2022-21:22:03.110,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.697424,-8.7532015,0.60333884,11.793258,-9.600957,-6.1123776,Standing
5616,04-04-2022-21:22:03.150,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5920787,-8.676587,0.6751649,11.684029,-9.46824,-6.051494,Standing
5617,04-04-2022-21:22:03.160,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.548983,-8.695741,0.6895301,11.629187,-9.441305,-6.0547457,Standing
5618,04-04-2022-21:22:03.170,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.548983,-8.738836,0.79487497,11.617963,-9.436598,-5.9662666,Standing
5619,04-04-2022-21:22:03.180,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4005427,-8.796297,0.80445176,11.458329,-9.445527,-5.973198,Standing
5620,04-04-2022-21:22:03.191,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5058875,-8.805874,0.8762778,11.551983,-9.406165,-5.918028,Standing
5621,04-04-2022-21:22:03.200,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.462792,-8.829816,0.93373865,11.49663,-9.381193,-5.877392,Standing
5622,04-04-2022-21:22:03.210,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.414908,-8.863335,0.94810385,11.436162,-9.365942,-5.8797636,Standing
5623,04-04-2022-21:22:03.220,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.453215,-8.820239,0.9528923,11.4615555,-9.274511,-5.8916078,Standing
5624,04-04-2022-21:22:03.231,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.453215,-8.724471,1.0055647,11.448013,-9.1313,-5.8557525,Standing
5625,04-04-2022-21:22:03.240,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4436383,-8.695741,0.93373865,11.424379,-9.056239,-5.9444647,Standing
5626,04-04-2022-21:22:03.251,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4723687,-8.647857,1.0007763,11.438959,-8.9632435,-5.8939714,Standing
5627,04-04-2022-21:22:03.260,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4436383,-8.590396,0.9864111,11.39603,-8.862183,-5.924505,Standing
5628,04-04-2022-21:22:03.272,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5154643,-8.561666,0.8810662,11.4534855,-8.790688,-6.045823,Standing
5629,04-04-2022-21:22:03.281,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.501099,-8.51857,0.90979666,11.424206,-8.705669,-6.0332556,Standing
5630,04-04-2022-21:22:03.295,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5777135,-8.480263,0.9816227,11.484791,-8.626035,-5.978366,Standing
5631,04-04-2022-21:22:03.391,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6351743,-8.537724,0.9672575,11.524853,-8.6428995,-6.0106826,Standing
5632,04-04-2022-21:22:03.391,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.7309427,-8.494628,0.9672575,11.601836,-8.560102,-6.029665,Standing
5633,04-04-2022-21:22:03.392,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6830587,-8.561666,0.92895025,11.459183,-8.62499,-6.159811,Standing
5634,04-04-2022-21:22:03.402,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6926355,-8.628703,0.8714894,11.441544,-8.657118,-6.243413,Standing
5635,04-04-2022-21:22:03.411,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6112323,-8.604761,0.9624691,11.33325,-8.598326,-6.177896,Standing
5636,04-04-2022-21:22:03.422,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.525041,-8.6095495,0.80924016,11.22134,-8.568065,-6.355133,Standing
5637,04-04-2022-21:22:03.431,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.453215,-8.686164,0.8619126,11.124783,-8.609455,-6.325207,Standing
5638,04-04-2022-21:22:03.442,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.414908,-8.724471,0.8331822,11.062659,-8.612427,-6.3755093,Standing
5639,04-04-2022-21:22:03.451,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3861775,-8.734048,0.8475474,11.010624,-8.586645,-6.381932,Standing
5640,04-04-2022-21:22:03.462,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3526587,-8.7532015,0.842759,10.953659,-8.570292,-6.4073257,Standing
5641,04-04-2022-21:22:03.471,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.2999864,-8.7771435,0.8283938,10.877116,-8.558547,-6.4423676,Standing
5642,04-04-2022-21:22:03.482,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3287168,-8.748413,0.8762778,10.881241,-8.493869,-6.4154997,Standing
5643,04-04-2022-21:22:03.491,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.280833,-8.748413,0.866701,10.807703,-8.457803,-6.4467034,Standing
5644,04-04-2022-21:22:03.502,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3718123,-8.710106,0.8283938,10.871918,-8.383206,-6.507283,Standing
5645,04-04-2022-21:22:03.511,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3287168,-8.686164,0.866701,10.800876,-8.322888,-6.491939,Standing
5646,04-04-2022-21:22:03.522,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4340615,-8.619126,0.8858546,10.877411,-8.219414,-6.496141,Standing
5647,04-04-2022-21:22:03.531,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4675803,-8.671799,0.91937345,10.88151,-8.235479,-6.486132,Standing
5648,04-04-2022-21:22:03.542,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4819455,-8.628703,0.91937345,10.866406,-8.155839,-6.509318,Standing
5649,04-04-2022-21:22:03.551,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.582502,-8.66701,0.9911995,10.937704,-8.157741,-6.4601374,Standing
5650,04-04-2022-21:22:03.562,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.620809,-8.6574335,0.92416185,10.946918,-8.112156,-6.5493526,Standing
5651,04-04-2022-21:22:03.572,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.620809,-8.652645,0.9720459,10.918074,-8.071696,-6.5231094,Standing
5652,04-04-2022-21:22:03.582,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5920787,-8.623915,1.0247183,10.860573,-8.00804,-6.491735,Standing
5653,04-04-2022-21:22:03.593,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6255975,-8.6334915,1.0342951,10.865411,-7.9836416,-6.5031323,Standing
5654,04-04-2022-21:22:03.602,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5633483,-8.595184,0.9672575,10.774426,-7.91265,-6.5909867,Standing
5655,04-04-2022-21:22:03.611,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.55856,-8.643068,0.93852705,10.740997,-7.9290075,-6.640257,Standing
5656,04-04-2022-21:22:03.622,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6112323,-8.628703,0.9672575,10.764611,-7.884573,-6.6322556,Standing
5657,04-04-2022-21:22:03.632,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.582502,-8.6095495,0.93373865,10.706139,-7.836825,-6.6869154,Standing
5658,04-04-2022-21:22:03.642,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.582502,-8.647857,0.92416185,10.675499,-7.8475013,-6.7181673,Standing
5659,04-04-2022-21:22:03.652,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.55856,-8.614338,0.8810662,10.619917,-7.7872543,-6.783545,Standing
5660,04-04-2022-21:22:03.662,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.501099,-8.662222,0.866701,10.529814,-7.809226,-6.820781,Standing
5661,04-04-2022-21:22:03.672,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.534618,-8.6334915,0.79487497,10.52994,-7.75498,-6.9158144,Standing
5662,04-04-2022-21:22:03.682,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.548983,-8.614338,0.8379706,10.510285,-7.710483,-6.89613,Standing
5663,04-04-2022-21:22:03.692,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5394063,-8.647857,0.80924016,10.466738,-7.7188272,-6.9479527,Standing
5664,04-04-2022-21:22:03.702,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6255975,-8.647857,0.7422025,10.519204,-7.693872,-7.0376234,Standing
5665,04-04-2022-21:22:03.712,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5681367,-8.690952,0.7230489,10.428677,-7.7122517,-7.078657,Standing
5666,04-04-2022-21:22:03.722,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6112323,-8.710106,0.6751649,10.439228,-7.7062654,-7.147697,Standing
5667,04-04-2022-21:22:03.732,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5202527,-8.690952,0.6943185,10.316063,-7.6610384,-7.1490383,Standing
5668,04-04-2022-21:22:03.743,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5058875,-8.686164,0.7278373,10.270124,-7.628767,-7.135106,Standing
5669,04-04-2022-21:22:03.752,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5633483,-8.652645,0.7182605,10.296593,-7.566236,-7.1633654,Standing
5670,04-04-2022-21:22:03.763,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.55856,-8.647857,0.7613561,10.261545,-7.531226,-7.1379786,Standing
5671,04-04-2022-21:22:03.772,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5441947,-8.695741,0.6895301,10.2175255,-7.547519,-7.2266116,Standing
5672,04-04-2022-21:22:03.783,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5298295,-8.714894,0.79966336,10.174279,-7.5335283,-7.1322308,Standing
5673,04-04-2022-21:22:03.792,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.477157,-8.7292595,0.78050977,10.093827,-7.5134654,-7.165889,Standing
5674,04-04-2022-21:22:03.803,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4580035,-8.676587,0.7613561,10.047991,-7.425805,-7.1984158,Standing
5675,04-04-2022-21:22:03.812,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4484267,-8.7053175,0.8810662,10.012497,-7.419096,-7.0912075,Standing
5676,04-04-2022-21:22:03.823,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3718123,-8.710106,0.8571242,9.910498,-7.388114,-7.126966,Standing
5677,04-04-2022-21:22:03.832,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3766007,-8.7292595,0.8762778,9.890047,-7.3715973,-7.119286,Standing
5678,04-04-2022-21:22:03.843,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.3622355,-8.714894,0.92416185,9.850146,-7.321689,-7.0828476,Standing
5679,04-04-2022-21:22:03.852,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.390966,-8.738836,0.90021986,9.853088,-7.3104134,-7.11821,Standing
5680,04-04-2022-21:22:03.863,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.381389,-8.676587,0.8858546,9.817671,-7.2133255,-7.1438456,Standing
5681,04-04-2022-21:22:03.872,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.429273,-8.738836,0.94331545,9.83988,-7.2411737,-7.097377,Standing
5682,04-04-2022-21:22:03.883,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4723687,-8.700529,0.89543146,9.8576355,-7.168518,-7.155795,Standing
5683,04-04-2022-21:22:03.892,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.414908,-8.6574335,0.91937345,9.7752905,-7.091278,-7.141883,Standing
5684,04-04-2022-21:22:03.903,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.477157,-8.6574335,0.9672575,9.813391,-7.05731,-7.103344,Standing
5685,04-04-2022-21:22:03.912,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4819455,-8.686164,0.91458505,9.794563,-7.0521317,-7.164797,Standing
5686,04-04-2022-21:22:03.923,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4915223,-8.66701,0.8810662,9.78106,-6.9991293,-7.206538,Standing
5687,04-04-2022-21:22:03.933,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5681367,-8.724471,0.92895025,9.834814,-7.0230107,-7.1665754,Standing
5688,04-04-2022-21:22:03.943,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5633483,-8.662222,0.92895025,9.807343,-6.927264,-7.1741877,Standing
5689,04-04-2022-21:22:03.953,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.534618,-8.647857,0.93852705,9.755997,-6.8793807,-7.1719646,Standing
5690,04-04-2022-21:22:03.963,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5441947,-8.6334915,0.9528923,9.742906,-6.8317103,-7.1648273,Standing
5691,04-04-2022-21:22:03.973,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5537715,-8.652645,0.91937345,9.729786,-6.817731,-7.205426,Standing
5692,04-04-2022-21:22:03.983,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.548983,-8.619126,0.93852705,9.702446,-6.750783,-7.1929865,Standing
5693,04-04-2022-21:22:03.993,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.572925,-8.599973,0.8762778,9.704084,-6.6985207,-7.2616634,Standing
5694,04-04-2022-21:22:04.003,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.6112323,-8.6095495,0.8810662,9.720207,-6.6753745,-7.263118,Standing
5695,04-04-2022-21:22:04.013,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.582502,-8.6574335,0.90500826,9.669266,-6.6904974,-7.2452307,Standing
5696,04-04-2022-21:22:04.023,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5681367,-8.6813755,0.89064306,9.632723,-6.681552,-7.265402,Standing
5697,04-04-2022-21:22:04.032,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.5154643,-8.652645,0.80445176,9.557648,-6.6197057,-7.3572845,Standing
5698,04-04-2022-21:22:04.043,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.429273,-8.662222,0.90500826,9.448935,-6.5959272,-7.262232,Standing
5699,04-04-2022-21:22:04.052,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4436383,-8.662222,0.90021986,9.440824,-6.562556,-7.27229,Standing
5700,04-04-2022-21:22:04.063,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.429273,-8.710106,0.8619126,9.404023,-6.5769873,-7.3156214,Standing
5701,04-04-2022-21:22:04.074,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4675803,-8.695741,0.8762778,9.420094,-6.5286703,-7.305826,Standing
5702,04-04-2022-21:22:04.083,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,4.4340615,-8.7053175,0.89064306,9.364,-6.5043936,-7.296056,Standing
